adm1_psgc,adm2_psgc,adm3_psgc,adm3_en,geo_level,len_crs,area_crs,len_km,area_km2
400000000,402100000,402116000,Noveleta,Mun,12219,5157657,12,5.0
400000000,402100000,402117000,Rosario,Mun,12981,8006031,12,8.0
400000000,402100000,402118000,Silang,Mun,69155,143534313,69,143.0
400000000,402100000,402119000,City of Tagaytay,City,42032,54811409,42,54.0
400000000,402100000,402120000,Tanza,Mun,46702,74580691,46,74.0
400000000,402100000,402121000,Ternate,Mun,58270,46553843,58,46.0
400000000,402100000,402122000,City of Trece Martires ,City,40396,46177199,40,46.0
400000000,402100000,402123000,Gen. Mariano Alvarez,Mun,20133,8724214,20,8.0
400000000,403400000,403401000,Alaminos,Mun,42722,59653896,42,59.0
400000000,403400000,403402000,Bay,Mun,42971,38382334,42,38.0
400000000,403400000,403403000,City of Biñan,City,48199,37597399,48,37.0
400000000,403400000,403404000,City of Cabuyao,City,66617,47379999,66,47.0
400000000,403400000,403405000,City of Calamba,City,63315,139349134,63,139.0
400000000,403400000,403406000,Calauan,Mun,55666,74969446,55,74.0
400000000,403400000,403407000,Cavinti,Mun,75990,116027039,75,116.0
400000000,403400000,403408000,Famy,Mun,38878,33405592,38,33.0
400000000,403400000,403409000,Kalayaan,Mun,53842,53576300,53,53.0
400000000,403400000,403410000,Liliw,Mun,52174,42840421,52,42.0
400000000,403400000,403411000,Los Baños,Mun,36598,55552233,36,55.0
400000000,403400000,403412000,Luisiana,Mun,49197,74961018,49,74.0
400000000,403400000,403413000,Lumban,Mun,151209,83167934,151,83.0
400000000,403400000,403414000,Mabitac,Mun,41736,47671246,41,47.0
400000000,403400000,403415000,Magdalena,Mun,28734,32622101,28,32.0
400000000,403400000,403416000,Majayjay,Mun,36986,60251716,36,60.0
400000000,403400000,403417000,Nagcarlan,Mun,54986,75442492,54,75.0
400000000,403400000,403418000,Paete,Mun,32408,48457650,32,48.0
400000000,403400000,403419000,Pagsanjan,Mun,29081,28197889,29,28.0
400000000,403400000,403420000,Pakil,Mun,53108,47459337,53,47.0
400000000,403400000,403421000,Pangil,Mun,49078,50167721,49,50.0
400000000,403400000,403422000,Pila,Mun,23456,25631073,23,25.0
400000000,403400000,403423000,Rizal,Mun,25023,23279031,25,23.0
400000000,403400000,403424000,City of San Pablo,City,83720,186337967,83,186.0
400000000,403400000,403425000,City of San Pedro,City,27300,24066527,27,24.0
400000000,403400000,403426000,Santa Cruz ,Mun,32304,37210769,32,37.0
400000000,403400000,403427000,Santa Maria,Mun,57423,108944098,57,108.0
400000000,403400000,403428000,City of Santa Rosa,City,46151,56185437,46,56.0
400000000,403400000,403429000,Siniloan,Mun,56865,54527463,56,54.0
400000000,403400000,403430000,Victoria,Mun,27558,29269191,27,29.0
400000000,405600000,405601000,Agdangan,Mun,34244,35570335,34,35.0
400000000,405600000,405602000,Alabat,Mun,55435,60379983,55,60.0
400000000,405600000,405603000,Atimonan,Mun,106626,221201475,106,221.0
400000000,405600000,405605000,Buenavista,Mun,80702,171222657,80,171.0
400000000,405600000,405606000,Burdeos,Mun,235220,234301453,235,234.0
400000000,405600000,405607000,Calauag,Mun,234811,312322396,234,312.0
400000000,405600000,405608000,Candelaria,Mun,73581,136742366,73,136.0
400000000,405600000,405610000,Catanauan,Mun,100560,253178824,100,253.0
400000000,405600000,405615000,Dolores,Mun,39004,65964175,39,65.0
400000000,405600000,405616000,General Luna,Mun,66219,100002066,66,100.0
400000000,405600000,405617000,General Nakar,Mun,216523,1321833442,216,1321.0
400000000,405600000,405618000,Guinayangan,Mun,132119,225565295,132,225.0
400000000,405600000,405619000,Gumaca,Mun,108131,185168159,108,185.0
400000000,405600000,405620000,Infanta,Mun,122424,172223841,122,172.0
400000000,405600000,405621000,Jomalig,Mun,37310,51826710,37,51.0
400000000,405600000,405622000,Lopez,Mun,134761,377053153,134,377.0
400000000,405600000,405623000,Lucban,Mun,68380,138218290,68,138.0
400000000,405600000,405625000,Macalelon,Mun,58395,103948920,58,103.0
400000000,405600000,405627000,Mauban,Mun,174202,409469512,174,409.0
400000000,405600000,405628000,Mulanay,Mun,89512,276021891,89,276.0
400000000,405600000,405629000,Padre Burgos,Mun,80288,75671199,80,75.0
400000000,405600000,405630000,Pagbilao,Mun,124088,175162043,124,175.0
400000000,405600000,405631000,Panukulan,Mun,142724,210171901,142,210.0
400000000,405600000,405632000,Patnanungan,Mun,126339,95878288,126,95.0
400000000,405600000,405633000,Perez,Mun,38493,52403135,38,52.0
400000000,405600000,405634000,Pitogo,Mun,65481,79463737,65,79.0
400000000,405600000,405635000,Plaridel,Mun,28843,18434377,28,18.0
400000000,405600000,405636000,Polillo,Mun,116630,234920878,116,234.0
400000000,405600000,405637000,Quezon,Mun,59968,75663245,59,75.0
400000000,405600000,405638000,Real,Mun,157122,350689058,157,350.0
400000000,405600000,405639000,Sampaloc,Mun,50787,81335288,50,81.0
400000000,405600000,405640000,San Andres,Mun,98663,175396392,98,175.0
400000000,405600000,405641000,San Antonio,Mun,49795,62381756,49,62.0
400000000,405600000,405642000,San Francisco,Mun,109743,315954763,109,315.0
400000000,405600000,405644000,San Narciso,Mun,141226,242505455,141,242.0
400000000,405600000,405645000,Sariaya,Mun,89698,213784874,89,213.0
400000000,405600000,405646000,Tagkawayan,Mun,150371,551329107,150,551.0
400000000,405600000,405647000,City of Tayabas,City,96535,224866988,96,224.0
400000000,405600000,405648000,Tiaong,Mun,71264,119396448,71,119.0
400000000,405600000,405649000,Unisan,Mun,65151,107371470,65,107.0
400000000,405800000,405801000,Angono,Mun,21465,14665829,21,14.0
400000000,405800000,405802000,City of Antipolo ,City,122564,263377063,122,263.0
400000000,405800000,405803000,Baras,Mun,49455,54028862,49,54.0
400000000,405800000,405804000,Binangonan,Mun,86149,53976166,86,53.0
400000000,405800000,405805000,Cainta,Mun,39435,20978317,39,20.0
400000000,405800000,405806000,Cardona,Mun,65201,24231451,65,24.0
400000000,405800000,405807000,Jala-Jala,Mun,36047,43678843,36,43.0
400000000,405800000,405808000,Rodriguez,Mun,99374,235064858,99,235.0
400000000,405800000,405809000,Morong,Mun,32949,34569156,32,34.0
400000000,405800000,405810000,Pililla,Mun,54950,66510100,54,66.0
400000000,405800000,405811000,San Mateo,Mun,44105,57528856,44,57.0
400000000,405800000,405812000,Tanay,Mun,115184,283789541,115,283.0
400000000,405800000,405813000,Taytay,Mun,33104,28512363,33,28.0
400000000,405800000,405814000,Teresa,Mun,22902,19543594,22,19.0
400000000,431200000,431200000,City of Lucena ,City,60969,83571168,60,83.0
500000000,500500000,500501000,Bacacay,Mun,168980,118837000,168,118.0
500000000,500500000,500502000,Camalig,Mun,64607,131594140,64,131.0
500000000,500500000,500503000,Daraga,Mun,85003,123964735,85,123.0
500000000,500500000,500504000,Guinobatan,Mun,70955,175450341,70,175.0
500000000,500500000,500505000,Jovellar,Mun,51395,80528631,51,80.0
500000000,500500000,500506000,City of Legazpi ,City,110050,157730518,110,157.0
500000000,500500000,500507000,Libon,Mun,89346,223553052,89,223.0
500000000,500500000,500508000,City of Ligao,City,138086,246893699,138,246.0
500000000,500500000,500509000,Malilipot,Mun,41389,43389455,41,43.0
500000000,500500000,500510000,Malinao,Mun,46404,109273464,46,109.0
500000000,500500000,500511000,Manito,Mun,51614,94156006,51,94.0
500000000,500500000,500512000,Oas,Mun,137809,244412658,137,244.0
500000000,500500000,500513000,Pio Duran,Mun,64599,140650411,64,140.0
500000000,500500000,500514000,Polangui,Mun,68655,123107278,68,123.0
500000000,500500000,500515000,Rapu-Rapu,Mun,176976,154418076,176,154.0
500000000,500500000,500516000,Santo Domingo,Mun,47894,54748152,47,54.0
500000000,500500000,500517000,City of Tabaco,City,100342,118416958,100,118.0
500000000,500500000,500518000,Tiwi,Mun,53708,126757994,53,126.0
500000000,501600000,501601000,Basud,Mun,100145,265349774,100,265.0
500000000,501600000,501602000,Capalonga,Mun,130516,253977949,130,253.0
500000000,501600000,501603000,Daet ,Mun,39638,50189982,39,50.0
500000000,501600000,501604000,San Lorenzo Ruiz,Mun,67910,89910415,67,89.0
500000000,501600000,501605000,Jose Panganiban,Mun,137084,176178583,137,176.0
500000000,501600000,501606000,Labo,Mun,129865,628223620,129,628.0
500000000,501600000,501607000,Mercedes,Mun,157622,117935054,157,117.0
500000000,501600000,501608000,Paracale,Mun,88582,157295139,88,157.0
500000000,501600000,501609000,San Vicente,Mun,43139,51971941,43,51.0
500000000,501600000,501610000,Santa Elena,Mun,98346,202836370,98,202.0
500000000,501600000,501611000,Talisay,Mun,30653,31824542,30,31.0
500000000,501600000,501612000,Vinzons,Mun,205243,94050912,205,94.0
500000000,501700000,501701000,Baao,Mun,57357,107951325,57,107.0
500000000,501700000,501702000,Balatan,Mun,38629,57937599,38,57.0
500000000,501700000,501703000,Bato,Mun,68398,83597249,68,83.0
500000000,501700000,501704000,Bombon,Mun,43295,30085946,43,30.0
500000000,501700000,501705000,Buhi,Mun,65079,204345710,65,204.0
500000000,501700000,501706000,Bula,Mun,89613,164573651,89,164.0
500000000,501700000,501707000,Cabusao,Mun,38011,37196588,38,37.0
500000000,501700000,501708000,Calabanga,Mun,91398,151294740,91,151.0
500000000,501700000,501709000,Camaligan,Mun,15367,6162839,15,6.0
500000000,501700000,501710000,Canaman,Mun,41604,41948930,41,41.0
500000000,501700000,501711000,Caramoan,Mun,294608,273512597,294,273.0
500000000,501700000,501712000,Del Gallego,Mun,82787,213524475,82,213.0
500000000,501700000,501713000,Gainza,Mun,24922,15897106,24,15.0
500000000,501700000,501714000,Garchitorena,Mun,280906,244834187,280,244.0
500000000,501700000,501715000,Goa,Mun,82421,185972504,82,185.0
500000000,501700000,501716000,City of Iriga,City,70743,139053418,70,139.0
500000000,501700000,501717000,Lagonoy,Mun,159598,383958745,159,383.0
500000000,501700000,501718000,Libmanan,Mun,114258,368565624,114,368.0
500000000,501700000,501719000,Lupi,Mun,111236,198342796,111,198.0
500000000,501700000,501720000,Magarao,Mun,47181,37817331,47,37.0
500000000,501700000,501721000,Milaor,Mun,34260,32837907,34,32.0
500000000,501700000,501722000,Minalabac,Mun,61757,127120599,61,127.0
500000000,501700000,501723000,Nabua,Mun,47085,86011250,47,86.0
500000000,501700000,501724000,City of Naga,City,62328,79737287,62,79.0
500000000,501700000,501725000,Ocampo,Mun,59565,118281451,59,118.0
500000000,501700000,501726000,Pamplona,Mun,44353,65625543,44,65.0
500000000,501700000,501727000,Pasacao,Mun,72885,134180306,72,134.0
500000000,501700000,501728000,Pili ,Mun,70605,123490485,70,123.0
500000000,501700000,501729000,Presentacion,Mun,72676,154460420,72,154.0
500000000,501700000,501730000,Ragay,Mun,137468,378759144,137,378.0
500000000,501700000,501731000,Sagñay,Mun,71458,102930459,71,102.0
500000000,501700000,501732000,San Fernando,Mun,43079,84338080,43,84.0
500000000,501700000,501733000,San Jose,Mun,49416,51553920,49,51.0
500000000,501700000,501734000,Sipocot,Mun,111648,253634071,111,253.0
500000000,501700000,501735000,Siruma,Mun,180847,129029606,180,129.0
500000000,501700000,501736000,Tigaon,Mun,45877,77844738,45,77.0
500000000,501700000,501737000,Tinambac,Mun,216900,328844870,216,328.0
500000000,502000000,502001000,Bagamanoc,Mun,69510,68263960,69,68.0
500000000,502000000,502002000,Baras,Mun,73441,71126568,73,71.0
500000000,502000000,502003000,Bato,Mun,57344,51954499,57,51.0
500000000,502000000,502004000,Caramoran,Mun,120928,281463181,120,281.0
500000000,502000000,502005000,Gigmoto,Mun,80885,106033936,80,106.0
500000000,502000000,502006000,Pandan,Mun,72753,106047281,72,106.0
500000000,502000000,502007000,Panganiban,Mun,74678,50585420,74,50.0
500000000,502000000,502008000,San Andres,Mun,85557,179142572,85,179.0
500000000,502000000,502009000,San Miguel,Mun,59751,242829264,59,242.0
500000000,502000000,502010000,Viga,Mun,90041,168222453,90,168.0
500000000,502000000,502011000,Virac ,Mun,60453,134365217,60,134.0
500000000,504100000,504101000,Aroroy,Mun,255060,456086738,255,456.0
500000000,504100000,504102000,Baleno,Mun,70027,155021520,70,155.0
500000000,504100000,504103000,Balud,Mun,107913,209592458,107,209.0
500000000,504100000,504104000,Batuan,Mun,50747,52720890,50,52.0
500000000,504100000,504105000,Cataingan,Mun,113251,185541711,113,185.0
500000000,504100000,504106000,Cawayan,Mun,138400,268513234,138,268.0
500000000,504100000,504107000,Claveria,Mun,156608,170770587,156,170.0
500000000,504100000,504108000,Dimasalang,Mun,80876,80852801,80,80.0
500000000,504100000,504109000,Esperanza,Mun,52333,70276384,52,70.0
500000000,504100000,504110000,Mandaon,Mun,177043,321695216,177,321.0
500000000,504100000,504111000,City of Masbate ,City,113382,200676715,113,200.0
500000000,504100000,504112000,Milagros,Mun,177876,478249859,177,478.0
500000000,504100000,504113000,Mobo,Mun,57061,150210660,57,150.0
500000000,504100000,504114000,Monreal,Mun,93622,89169472,93,89.0
500000000,504100000,504115000,Palanas,Mun,68473,130568984,68,130.0
500000000,504100000,504116000,Pio V. Corpus,Mun,68542,90489628,68,90.0
500000000,504100000,504117000,Placer,Mun,80904,198785593,80,198.0
500000000,504100000,504118000,San Fernando,Mun,45413,78083187,45,78.0
500000000,504100000,504119000,San Jacinto,Mun,58436,107574131,58,107.0
500000000,504100000,504120000,San Pascual,Mun,170446,256249616,170,256.0
500000000,504100000,504121000,Uson,Mun,113182,235363106,113,235.0
500000000,506200000,506202000,Barcelona,Mun,41087,59629024,41,59.0
500000000,506200000,506203000,Bulan,Mun,78528,199754970,78,199.0
500000000,506200000,506204000,Bulusan,Mun,46027,88601235,46,88.0
500000000,506200000,506205000,Casiguran,Mun,47906,87741999,47,87.0
500000000,506200000,506206000,Castilla,Mun,107757,195029838,107,195.0
500000000,506200000,506207000,Donsol,Mun,72749,153100954,72,153.0
500000000,506200000,506208000,Gubat,Mun,76889,103461990,76,103.0
500000000,506200000,506209000,Irosin,Mun,48379,134308881,48,134.0
500000000,506200000,506210000,Juban,Mun,92316,122279637,92,122.0
500000000,506200000,506211000,Magallanes,Mun,70065,111543038,70,111.0
500000000,506200000,506212000,Matnog,Mun,102880,138708187,102,138.0
500000000,506200000,506213000,Pilar,Mun,179893,201151021,179,201.0
500000000,506200000,506214000,Prieto Diaz,Mun,50701,56183305,50,56.0
500000000,506200000,506215000,Santa Magdalena,Mun,34951,52503301,34,52.0
500000000,506200000,506216000,City of Sorsogon ,City,128307,281339166,128,281.0
600000000,600400000,600401000,Altavas,Mun,55830,94833253,55,94.0
600000000,600400000,600402000,Balete,Mun,60200,118274120,60,118.0
600000000,600400000,600403000,Banga,Mun,42791,64470882,42,64.0
600000000,600400000,600404000,Batan,Mun,110306,83777063,110,83.0
600000000,600400000,600405000,Buruanga,Mun,57145,69131326,57,69.0
600000000,600400000,600406000,Ibajay,Mun,75380,148525249,75,148.0
600000000,600400000,600407000,Kalibo ,Mun,45052,40150333,45,40.0
600000000,600400000,600408000,Lezo,Mun,18617,19813092,18,19.0
600000000,600400000,600409000,Libacao,Mun,70196,177486412,70,177.0
600000000,600400000,600410000,Madalag,Mun,90926,291454815,90,291.0
600000000,600400000,600411000,Makato,Mun,41548,60248213,41,60.0
600000000,600400000,600412000,Malay,Mun,74997,72159366,74,72.0
600000000,600400000,600413000,Malinao,Mun,67426,209302507,67,209.0
600000000,600400000,600414000,Nabas,Mun,60570,87012159,60,87.0
600000000,600400000,600415000,New Washington,Mun,146029,55116939,146,55.0
600000000,600400000,600416000,Numancia,Mun,27051,24145587,27,24.0
600000000,600400000,600417000,Tangalan,Mun,43861,67913365,43,67.0
600000000,600600000,600601000,Anini-Y,Mun,42605,50738347,42,50.0
600000000,600600000,600602000,Barbaza,Mun,71734,176521441,71,176.0
600000000,600600000,600603000,Belison,Mun,26111,29810543,26,29.0
600000000,600600000,600604000,Bugasong,Mun,86938,174083537,86,174.0
600000000,600600000,600605000,Caluya,Mun,192262,138423991,192,138.0
600000000,600600000,600606000,Culasi,Mun,89971,196832406,89,196.0
600000000,600600000,600607000,Tobias Fornier,Mun,49219,110761600,49,110.0
600000000,600600000,600608000,Hamtic,Mun,54004,135511590,54,135.0
600000000,600600000,600609000,Laua-An,Mun,72022,159768243,72,159.0
600000000,600600000,600610000,Libertad,Mun,52407,95038992,52,95.0
600000000,600600000,600611000,Pandan,Mun,65430,146858906,65,146.0
600000000,600600000,600612000,Patnongon,Mun,46124,133217647,46,133.0
600000000,600600000,600613000,San Jose ,Mun,37207,44706843,37,44.0
600000000,600600000,600614000,San Remigio,Mun,96464,394419975,96,394.0
600000000,600600000,600615000,Sebaste,Mun,55711,106525890,55,106.0
600000000,600600000,600616000,Sibalom,Mun,72210,234519484,72,234.0
600000000,600600000,600617000,Tibiao,Mun,50641,98867950,50,98.0
600000000,600600000,600618000,Valderrama,Mun,92691,308427111,92,308.0
600000000,601900000,601901000,Cuartero,Mun,68472,105444339,68,105.0
600000000,601900000,601902000,Dao,Mun,41560,74733980,41,74.0
600000000,601900000,601903000,Dumalag,Mun,45332,91719120,45,91.0
600000000,601900000,601904000,Dumarao,Mun,77972,222002919,77,222.0
600000000,601900000,601905000,Ivisan,Mun,52592,57861903,52,57.0
600000000,601900000,601906000,Jamindan,Mun,137673,471364243,137,471.0
600000000,601900000,601907000,Ma-Ayon,Mun,68469,188668098,68,188.0
600000000,601900000,601908000,Mambusao,Mun,50836,102709486,50,102.0
600000000,601900000,601909000,Panay,Mun,78183,132602940,78,132.0
600000000,601900000,601910000,Panitan,Mun,54270,90110571,54,90.0
600000000,601900000,601911000,Pilar,Mun,61135,117900254,61,117.0
600000000,601900000,601912000,Pontevedra,Mun,75537,104706652,75,104.0
600000000,601900000,601913000,President Roxas,Mun,45092,68385063,45,68.0
600000000,601900000,601914000,City of Roxas ,City,78588,102972855,78,102.0
600000000,601900000,601915000,Sapi-An,Mun,58024,87749784,58,87.0
600000000,601900000,601916000,Sigma,Mun,53778,106911801,53,106.0
600000000,601900000,601917000,Tapaz,Mun,126520,523206138,126,523.0
600000000,603000000,603001000,Ajuy,Mun,129964,170884478,129,170.0
600000000,603000000,603002000,Alimodian,Mun,68862,101122430,68,101.0
600000000,603000000,603003000,Anilao,Mun,45280,101868990,45,101.0
600000000,603000000,603004000,Badiangan,Mun,42781,64041719,42,64.0
600000000,603000000,603005000,Balasan,Mun,41701,56355881,41,56.0
600000000,603000000,603006000,Banate,Mun,49211,55127025,49,55.0
600000000,603000000,603007000,Barotac Nuevo,Mun,65722,95966926,65,95.0
600000000,603000000,603008000,Barotac Viejo,Mun,77699,180585412,77,180.0
600000000,603000000,603009000,Batad,Mun,46460,44935121,46,44.0
600000000,603000000,603010000,Bingawan,Mun,59587,57146346,59,57.0
600000000,603000000,603012000,Cabatuan,Mun,43310,103930197,43,103.0
600000000,603000000,603013000,Calinog,Mun,64722,134619388,64,134.0
600000000,603000000,603014000,Carles,Mun,209614,103205559,209,103.0
600000000,603000000,603015000,Concepcion,Mun,151207,91304221,151,91.0
600000000,603000000,603016000,Dingle,Mun,55956,98413150,55,98.0
600000000,603000000,603017000,Dueñas,Mun,50487,92016396,50,92.0
600000000,603000000,603018000,Dumangas,Mun,67966,118962376,67,118.0
600000000,603000000,603019000,Estancia,Mun,42836,28737963,42,28.0
600000000,603000000,603020000,Guimbal,Mun,37267,43263323,37,43.0
600000000,603000000,603021000,Igbaras,Mun,57248,131461145,57,131.0
600000000,603000000,603023000,Janiuay,Mun,73213,182727372,73,182.0
600000000,603000000,603025000,Lambunao,Mun,104459,405386961,104,405.0
600000000,603000000,603026000,Leganes,Mun,36868,31517124,36,31.0
600000000,603000000,603027000,Lemery,Mun,55464,149382295,55,149.0
600000000,603000000,603028000,Leon,Mun,64679,139033730,64,139.0
600000000,603000000,603029000,Maasin,Mun,61663,150765427,61,150.0
600000000,603000000,603030000,Miagao,Mun,62647,169897773,62,169.0
600000000,603000000,603031000,Mina,Mun,33717,39373083,33,39.0
600000000,603000000,603032000,New Lucena,Mun,28731,39488216,28,39.0
600000000,603000000,603034000,Oton,Mun,44214,85357855,44,85.0
600000000,603000000,603035000,City of Passi,City,81312,240583036,81,240.0
600000000,603000000,603036000,Pavia,Mun,23352,25453794,23,25.0
600000000,603000000,603037000,Pototan,Mun,64413,98425097,64,98.0
600000000,603000000,603038000,San Dionisio,Mun,61452,118496114,61,118.0
600000000,603000000,603039000,San Enrique,Mun,54327,105438273,54,105.0
600000000,603000000,603040000,San Joaquin,Mun,73334,199103198,73,199.0
600000000,603000000,603041000,San Miguel,Mun,33324,33197216,33,33.0
600000000,603000000,603042000,San Rafael,Mun,38650,84014072,38,84.0
600000000,603000000,603043000,Santa Barbara,Mun,40250,69233327,40,69.0
600000000,603000000,603044000,Sara,Mun,64113,184628240,64,184.0
600000000,603000000,603045000,Tigbauan,Mun,41863,90228464,41,90.0
600000000,603000000,603046000,Tubungan,Mun,51974,90250916,51,90.0
600000000,603000000,603047000,Zarraga,Mun,48312,38208564,48,38.0
600000000,604500000,604502000,City of Bago,City,118212,406541849,118,406.0
600000000,604500000,604503000,Binalbagan,Mun,113796,184727521,113,184.0
600000000,604500000,604504000,City of Cadiz,City,127006,526160413,127,526.0
600000000,604500000,604505000,Calatrava,Mun,106479,287470523,106,287.0
600000000,604500000,604506000,Candoni,Mun,70259,295152155,70,295.0
600000000,604500000,604507000,Cauayan,Mun,126820,469359449,126,469.0
600000000,604500000,604508000,Enrique B. Magalona,Mun,110954,138816700,110,138.0
600000000,604500000,604509000,City of Escalante,City,103847,192143941,103,192.0
600000000,604500000,604510000,City of Himamaylan,City,93034,363206812,93,363.0
600000000,604500000,604511000,Hinigaran,Mun,58164,152595562,58,152.0
600000000,604500000,604512000,Hinoba-an,Mun,126457,401739633,126,401.0
600000000,604500000,604513000,Ilog,Mun,145542,293803831,145,293.0
600000000,604500000,604514000,Isabela,Mun,75061,191289414,75,191.0
600000000,604500000,604515000,City of Kabankalan,City,135696,658738478,135,658.0
600000000,604500000,604516000,City of La Carlota,City,70132,126977470,70,126.0
600000000,604500000,604517000,La Castellana,Mun,72338,215663528,72,215.0
600000000,604500000,604518000,Manapla,Mun,64076,99379084,64,99.0
600000000,604500000,604519000,Moises Padilla,Mun,60394,140486504,60,140.0
600000000,604500000,604520000,Murcia,Mun,92751,279204023,92,279.0
600000000,604500000,604521000,Pontevedra,Mun,57016,111467030,57,111.0
600000000,604500000,604522000,Pulupandan,Mun,21727,16783239,21,16.0
600000000,604500000,604523000,City of Sagay,City,192565,292138480,192,292.0
600000000,604500000,604524000,City of San Carlos,City,144243,407445662,144,407.0
600000000,604500000,604525000,San Enrique,Mun,24457,28246637,24,28.0
600000000,604500000,604526000,City of Silay,City,109858,209201488,109,209.0
600000000,604500000,604527000,City of Sipalay,City,124476,327233856,124,327.0
600000000,604500000,604528000,City of Talisay,City,88912,193329138,88,193.0
600000000,604500000,604529000,Toboso,Mun,64897,117918681,64,117.0
600000000,604500000,604530000,Valladolid,Mun,31651,40209073,31,40.0
600000000,604500000,604531000,City of Victorias,City,80391,105679151,80,105.0
600000000,604500000,604532000,Salvador Benedicto,Mun,80871,217503093,80,217.0
600000000,607900000,607901000,Buenavista,Mun,72934,112433534,72,112.0
600000000,607900000,607902000,Jordan ,Mun,85685,103972712,85,103.0
600000000,607900000,607903000,Nueva Valencia,Mun,198343,128471227,198,128.0
600000000,607900000,607904000,San Lorenzo,Mun,73722,114564449,73,114.0
600000000,607900000,607905000,Sibunag,Mun,112921,136318741,112,136.0
600000000,630200000,630200000,City of Bacolod ,City,93735,162248008,93,162.0
600000000,631000000,631000000,City of Iloilo ,City,57927,72630262,57,72.0
700000000,701200000,701201000,Alburquerque,Mun,28127,28538295,28,28.0
700000000,701200000,701202000,Alicia,Mun,39478,81720001,39,81.0
700000000,701200000,701203000,Anda,Mun,45826,66267895,45,66.0
700000000,701200000,701204000,Antequera,Mun,37165,65662944,37,65.0
700000000,701200000,701205000,Baclayon,Mun,32959,33814288,32,33.0
700000000,701200000,701206000,Balilihan,Mun,58447,104611854,58,104.0
700000000,701200000,701207000,Batuan,Mun,57333,84821909,57,84.0
700000000,701200000,701208000,Bilar,Mun,66226,158776165,66,158.0
700000000,701200000,701209000,Buenavista,Mun,61148,109091798,61,109.0
700000000,701200000,701210000,Calape,Mun,119707,70674328,119,70.0
700000000,701200000,701211000,Candijay,Mun,71316,92758879,71,92.0
700000000,701200000,701212000,Carmen,Mun,71954,209339925,71,209.0
700000000,701200000,701213000,Catigbian,Mun,51447,108303700,51,108.0
700000000,701200000,701214000,Clarin,Mun,38691,45402116,38,45.0
700000000,701200000,701215000,Corella,Mun,25728,34740503,25,34.0
700000000,701200000,701216000,Cortes,Mun,33937,33234988,33,33.0
700000000,701200000,701217000,Dagohoy,Mun,57557,92471546,57,92.0
700000000,701200000,701218000,Danao,Mun,58849,109040346,58,109.0
700000000,701200000,701219000,Dauis,Mun,32020,44098589,32,44.0
700000000,701200000,701220000,Dimiao,Mun,43789,54358793,43,54.0
700000000,701200000,701221000,Duero,Mun,42746,64847311,42,64.0
700000000,701200000,701222000,Garcia Hernandez,Mun,46977,96467786,46,96.0
700000000,701200000,701223000,Guindulman,Mun,63575,97853636,63,97.0
700000000,701200000,701224000,Inabanga,Mun,67072,108062518,67,108.0
700000000,701200000,701225000,Jagna,Mun,54138,96713770,54,96.0
700000000,701200000,701226000,Getafe,Mun,146519,94039830,146,94.0
700000000,701200000,701227000,Lila,Mun,31188,17874348,31,17.0
700000000,701200000,701228000,Loay,Mun,39318,26058704,39,26.0
700000000,701200000,701229000,Loboc,Mun,33292,57851797,33,57.0
700000000,701200000,701230000,Loon,Mun,97982,98636611,97,98.0
700000000,701200000,701231000,Mabini,Mun,64993,96766746,64,96.0
700000000,701200000,701232000,Maribojoc,Mun,51726,55147073,51,55.0
700000000,701200000,701233000,Panglao,Mun,45582,47090810,45,47.0
700000000,701200000,701234000,Pilar,Mun,56372,114352503,56,114.0
700000000,701200000,701235000,President Carlos P. Garcia,Mun,114846,46815962,114,46.0
700000000,701200000,701236000,Sagbayan,Mun,41232,76433695,41,76.0
700000000,701200000,701237000,San Isidro,Mun,38701,59216784,38,59.0
700000000,701200000,701238000,San Miguel,Mun,49347,107335188,49,107.0
700000000,701200000,701239000,Sevilla,Mun,34917,55750726,34,55.0
700000000,701200000,701240000,Sierra Bullones,Mun,50791,99223803,50,99.0
700000000,701200000,701241000,Sikatuna,Mun,29516,41768651,29,41.0
700000000,701200000,701242000,City of Tagbilaran ,City,42043,32168336,42,32.0
700000000,701200000,701243000,Talibon,Mun,139242,148017761,139,148.0
700000000,701200000,701244000,Trinidad,Mun,56796,142834234,56,142.0
700000000,701200000,701245000,Tubigon,Mun,92342,66338415,92,66.0
700000000,701200000,701246000,Ubay,Mun,157268,264835821,157,264.0
700000000,701200000,701247000,Valencia,Mun,47108,98965478,47,98.0
700000000,701200000,701248000,Bien Unido,Mun,54375,27071088,54,27.0
700000000,702200000,702201000,Alcantara,Mun,36202,25568415,36,25.0
700000000,702200000,702202000,Alcoy,Mun,33316,67380327,33,67.0
700000000,702200000,702203000,Alegria,Mun,45757,96301687,45,96.0
700000000,702200000,702204000,Aloguinsan,Mun,36085,62641073,36,62.0
700000000,702200000,702205000,Argao,Mun,67365,195711311,67,195.0
700000000,702200000,702206000,Asturias,Mun,89935,140453935,89,140.0
700000000,702200000,702207000,Badian,Mun,66377,116550109,66,116.0
700000000,702200000,702208000,Balamban,Mun,88885,221324715,88,221.0
700000000,702200000,702209000,Bantayan,Mun,109402,82594523,109,82.0
700000000,702200000,702210000,Barili,Mun,52924,119330117,52,119.0
700000000,702200000,702211000,City of Bogo,City,59140,95321129,59,95.0
700000000,702200000,702212000,Boljoon,Mun,38086,82166389,38,82.0
700000000,702200000,702213000,Borbon,Mun,49923,91267656,49,91.0
