fid,cat,cat_,cat__1_1,cat__1,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM_ID,UPDATED,PERIMETER,AREA,LONGITUDE,LATITUDE
2728,"2741","4890","1132","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2729,"2742","4891","1133","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2730,"2743","4892","1134","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2731,"2744","4893","1135","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2732,"2745","4894","1136","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2733,"2746","4895","1137","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2734,"2747","4896","1138","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2735,"2748","4897","1139","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2736,"2749","4898","1140","1433",Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157001000",2019-12-31,326235.117000000027474,233960248.599999994039536,120.003000000000000,5.140000000000000
2737,"2750","4899","1141","1434",Bongao,PH157002000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157002000",2019-12-31,183891.521000000007916,122106593.000000000000000,119.817999999999998,5.089000000000000
2738,"2751","4900","1142","1434",Bongao,PH157002000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157002000",2019-12-31,183891.521000000007916,122106593.000000000000000,119.817999999999998,5.089000000000000
2739,"2752","4901","1143","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2740,"2753","4902","1145","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2741,"2754","4903","1146","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2742,"2755","4904","1147","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2743,"2756","4905","1148","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2744,"2757","4906","1149","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2745,"2758","4907","1152","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2746,"2759","4908","1153","1435",Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157003000",2019-12-31,113365.732000000003609,71199559.170000001788139,118.477000000000004,7.009000000000000
2747,"2760","4909","1154","1436",Simunul,PH157004000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157004000",2019-12-31,77380.103000000002794,56384266.350000001490116,119.823999999999998,4.865000000000000
2748,"2761","4910","1155","1436",Simunul,PH157004000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157004000",2019-12-31,77380.103000000002794,56384266.350000001490116,119.823999999999998,4.865000000000000
2749,"2762","4911","1156","1436",Simunul,PH157004000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157004000",2019-12-31,77380.103000000002794,56384266.350000001490116,119.823999999999998,4.865000000000000
2750,"2763","4912","1157","1436",Simunul,PH157004000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157004000",2019-12-31,77380.103000000002794,56384266.350000001490116,119.823999999999998,4.865000000000000
2751,"2764","4913","1158","1436",Simunul,PH157004000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157004000",2019-12-31,77380.103000000002794,56384266.350000001490116,119.823999999999998,4.865000000000000
2752,"2765","4914","1159","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2753,"2766","4915","1160","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2754,"2767","4916","1161","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2755,"2768","4917","1162","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2756,"2769","4918","1163","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2757,"2770","4919","1164","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2758,"2771","4920","1165","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2759,"2772","4921","1166","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2760,"2773","4922","1167","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2761,"2774","4923","1168","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2762,"2775","4924","1169","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2763,"2776","4925","1170","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2764,"2777","4926","1171","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2765,"2778","4927","1172","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2766,"2779","4928","1173","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2767,"2780","4929","1174","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2768,"2781","4930","1175","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2769,"2782","4931","1176","1437",Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157005000",2019-12-31,119662.138000000006286,27857505.589999999850988,119.402000000000001,4.749000000000000
2770,"2783","4932","1177","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2771,"2784","4933","1178","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2772,"2785","4934","1179","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2773,"2786","4935","1181","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2774,"2787","4936","1182","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2775,"2788","4937","1183","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2776,"2789","4938","1184","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2777,"2790","4939","1187","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2778,"2791","4940","1189","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2779,"2792","4941","1195","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2780,"2793","4942","1196","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2781,"2794","4943","1197","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2782,"2795","4944","1199","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2783,"2796","4945","1200","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2784,"2797","4946","1201","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2785,"2798","4947","1202","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2786,"2799","4948","1205","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2787,"2800","4949","1206","1438",South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157006000",2019-12-31,142092.715999999985797,31682709.109999999403954,120.561000000000007,5.280000000000000
2788,"2801","4950","1207","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2789,"2802","4951","1208","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2790,"2803","4952","1209","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2791,"2804","4953","1210","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2792,"2805","4954","1211","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2793,"2806","4955","1212","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2794,"2807","4956","1213","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2795,"2808","4957","1214","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2796,"2809","4958","1215","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2797,"2810","4959","1216","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2798,"2811","4960","1217","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2799,"2812","4961","1218","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2800,"2813","4962","1219","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2801,"2814","4963","1220","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2802,"2815","4964","1221","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2803,"2816","4965","1222","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2804,"2817","4966","1223","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2805,"2818","4967","1224","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2806,"2819","4968","1225","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2807,"2820","4969","1226","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2808,"2821","4970","1230","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2809,"2822","4971","1231","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2810,"2823","4972","1232","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2811,"2824","4973","1234","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2812,"2825","4974","1235","1439",Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157007000",2019-12-31,388463.619999999995343,220678934.300000011920929,120.241000000000000,5.222000000000000
2813,"2826","4975","1236","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2814,"2827","4976","1237","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2815,"2828","4977","1238","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2816,"2829","4978","1239","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2817,"2830","4979","1240","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2818,"2831","4980","1241","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2819,"2832","4981","1242","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2820,"2833","4982","1243","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2821,"2834","4983","1244","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2822,"2835","4984","1245","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2823,"2836","4985","1246","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2824,"2837","4986","1247","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2825,"2838","4987","1248","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2826,"2839","4988","1249","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2827,"2840","4989","1250","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2828,"2841","4990","1253","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2829,"2842","4991","1254","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2830,"2843","4992","1255","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2831,"2844","4993","1256","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2832,"2845","4994","1257","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2833,"2846","4995","1258","1441",Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157009000",2019-12-31,285892.039999999979045,230899497.900000005960464,120.090999999999994,5.261000000000000
2834,"2847","4996","1259","1442",Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157010000",2019-12-31,145934.383999999990920,51224649.869999997317791,120.224000000000004,5.090000000000000
2835,"2848","4997","1260","1442",Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157010000",2019-12-31,145934.383999999990920,51224649.869999997317791,120.224000000000004,5.090000000000000
2836,"2849","4998","1261","1442",Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157010000",2019-12-31,145934.383999999990920,51224649.869999997317791,120.224000000000004,5.090000000000000
2837,"2850","4999","1262","1442",Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157010000",2019-12-31,145934.383999999990920,51224649.869999997317791,120.224000000000004,5.090000000000000
2838,"2851","5000","1263","1442",Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157010000",2019-12-31,145934.383999999990920,51224649.869999997317791,120.224000000000004,5.090000000000000
2839,"2852","5001","1264","1442",Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157010000",2019-12-31,145934.383999999990920,51224649.869999997317791,120.224000000000004,5.090000000000000
2840,"2853","5002","1265","1442",Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,"157010000",2019-12-31,145934.383999999990920,51224649.869999997317791,120.224000000000004,5.090000000000000
